,time,weather,Humidity,wind,temp,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1
1323,7:20 am,Partly sunny.,"29.65 ""Hg",14 mph,61ʡF,1149.0,859.0,606.0,368.0,103.0,,
1324,7:50 am,Partly sunny.,"29.65 ""Hg",12 mph,61ʡF,1150.0,860.0,607.0,369.0,104.0,,
1325,8:20 am,Passing clouds.,"29.65 ""Hg",14 mph,63ʡF,1151.0,861.0,608.0,370.0,105.0,,
1326,8:50 am,Scattered clouds.,"29.68 ""Hg",13 mph,64ʡF,1152.0,862.0,609.0,371.0,106.0,,
1327,9:20 am,Broken clouds.,"29.68 ""Hg",16 mph,66ʡF,1153.0,863.0,610.0,372.0,107.0,,
1328,9:50 am,Broken clouds.,"29.68 ""Hg",14 mph,64ʡF,1154.0,864.0,611.0,373.0,108.0,,
1329,10:20 am,Broken clouds.,"29.65 ""Hg",13 mph,66ʡF,1155.0,865.0,612.0,374.0,109.0,,
1330,10:50 am,Broken clouds.,"29.68 ""Hg",14 mph,66ʡF,1156.0,866.0,613.0,375.0,110.0,,
1331,11:20 am,Broken clouds.,"29.68 ""Hg",14 mph,66ʡF,1157.0,867.0,614.0,376.0,111.0,,
1332,11:50 am,Sprinkles. Broken clouds.,"29.68 ""Hg",13 mph,66ʡF,1158.0,868.0,615.0,377.0,112.0,,
1333,12:20 pm,Broken clouds.,"29.68 ""Hg",14 mph,68ʡF,1159.0,869.0,616.0,378.0,113.0,,
1334,12:50 pm,Sprinkles. Scattered clouds.,"29.68 ""Hg",20 mph,63ʡF,1160.0,870.0,617.0,379.0,114.0,,
1335,1:31 pm,Lots of rain. Partly sunny.,"29.68 ""Hg",15 mph,64ʡF,1161.0,871.0,618.0,380.0,115.0,,
1336,1:50 pm,Scattered clouds.,"29.68 ""Hg",12 mph,66ʡF,1162.0,872.0,619.0,381.0,116.0,,
1337,2:20 pm,Broken clouds.,"29.68 ""Hg",14 mph,64ʡF,1163.0,873.0,620.0,382.0,117.0,,
1338,2:50 pm,Partly sunny.,"29.68 ""Hg",12 mph,68ʡF,1164.0,874.0,621.0,383.0,118.0,,
1339,3:20 pm,Partly sunny.,"29.68 ""Hg",17 mph,68ʡF,1165.0,875.0,622.0,384.0,119.0,,
1340,3:50 pm,Broken clouds.,"29.68 ""Hg",14 mph,68ʡF,1166.0,876.0,623.0,385.0,120.0,,
1341,4:23 pm,Partly sunny.,"29.68 ""Hg",15 mph,70ʡF,1167.0,877.0,624.0,386.0,121.0,,
1342,4:50 pm,Broken clouds.,"29.71 ""Hg",17 mph,68ʡF,1168.0,878.0,625.0,387.0,122.0,,
1343,5:25 pm,Partly sunny.,"29.71 ""Hg",16 mph,68ʡF,1169.0,879.0,626.0,388.0,123.0,,
1344,5:50 pm,Partly sunny.,"29.71 ""Hg",14 mph,68ʡF,1170.0,880.0,627.0,389.0,124.0,,
1345,6:50 pm,Partly sunny.,"29.71 ""Hg",14 mph,64ʡF,1171.0,881.0,628.0,390.0,125.0,,
1346,7:50 pm,Broken clouds.,"29.74 ""Hg",14 mph,63ʡF,1172.0,882.0,629.0,391.0,126.0,,
1347,8:50 pm,Partly sunny.,"29.74 ""Hg",8 mph,63ʡF,1173.0,883.0,630.0,392.0,127.0,,
1348,9:22 pm,Clear.,"29.74 ""Hg",9 mph,61ʡF,1174.0,884.0,631.0,393.0,128.0,,
1349,9:50 pm,Clear.,"29.74 ""Hg",8 mph,61ʡF,1175.0,885.0,632.0,394.0,129.0,,
1350,10:23 pm,Clear.,"29.74 ""Hg",7 mph,61ʡF,1176.0,886.0,633.0,395.0,130.0,,
1351,10:50 pm,Clear.,"29.74 ""Hg",7 mph,61ʡF,1177.0,887.0,634.0,396.0,131.0,,
1352,11:21 pm,Clear.,"29.77 ""Hg",8 mph,61ʡF,1178.0,888.0,635.0,397.0,132.0,,
1353,11:50 pm,Passing clouds.,"29.77 ""Hg",8 mph,61ʡF,1179.0,889.0,636.0,398.0,133.0,,
1354,"12:50 amThu, Aug 1",Partly cloudy.,"29.98 ""Hg",7 mph,63ʡF,1180.0,890.0,637.0,399.0,134.0,,
1355,1:50 am,Passing clouds.,"30.01 ""Hg",3 mph,61ʡF,1181.0,891.0,638.0,400.0,135.0,,
1356,2:50 am,Overcast.,"30.01 ""Hg",5 mph,61ʡF,1182.0,892.0,639.0,401.0,136.0,,
1357,3:50 am,Overcast.,"30.01 ""Hg",6 mph,61ʡF,1183.0,893.0,640.0,402.0,137.0,,
1358,4:50 am,Mostly cloudy.,"30.01 ""Hg",5 mph,61ʡF,1184.0,894.0,641.0,403.0,138.0,,
1359,5:50 am,Overcast.,"30.01 ""Hg",8 mph,59ʡF,1185.0,895.0,642.0,404.0,139.0,,
1360,6:50 am,Partly sunny.,"30.01 ""Hg",7 mph,59ʡF,1186.0,896.0,643.0,405.0,140.0,,
1361,7:36 am,Partly sunny.,"30.04 ""Hg",6 mph,61ʡF,1187.0,897.0,644.0,406.0,141.0,,
1362,7:50 am,Passing clouds.,"30.04 ""Hg",7 mph,61ʡF,1188.0,898.0,645.0,407.0,142.0,,
1363,8:20 am,Passing clouds.,"30.04 ""Hg",7 mph,63ʡF,1189.0,899.0,646.0,408.0,143.0,,
1364,8:50 am,Partly sunny.,"30.04 ""Hg",8 mph,64ʡF,1190.0,900.0,647.0,409.0,144.0,,
1365,9:20 am,Partly sunny.,"30.04 ""Hg",7 mph,64ʡF,1191.0,901.0,648.0,410.0,145.0,,
1366,9:50 am,Partly sunny.,"30.04 ""Hg",7 mph,68ʡF,1192.0,902.0,649.0,411.0,146.0,,
1367,10:20 am,Partly sunny.,"30.04 ""Hg",9 mph,66ʡF,1193.0,903.0,650.0,412.0,147.0,,
1368,10:50 am,Partly sunny.,"30.04 ""Hg",8 mph,66ʡF,1194.0,904.0,651.0,413.0,148.0,,
1369,11:20 am,Broken clouds.,"30.04 ""Hg",7 mph,68ʡF,1195.0,905.0,652.0,414.0,149.0,,
1370,11:50 am,Partly sunny.,"30.04 ""Hg",7 mph,70ʡF,1196.0,906.0,653.0,415.0,150.0,,
1371,12:23 pm,Partly sunny.,"30.07 ""Hg",8 mph,70ʡF,1197.0,907.0,654.0,416.0,151.0,,
1372,12:50 pm,Partly sunny.,"30.07 ""Hg",6 mph,70ʡF,1198.0,908.0,655.0,417.0,152.0,,
1373,1:20 pm,Partly sunny.,"30.04 ""Hg",3 mph,70ʡF,1199.0,909.0,656.0,418.0,153.0,,
1374,1:50 pm,Partly sunny.,"30.04 ""Hg",7 mph,72ʡF,1200.0,910.0,657.0,419.0,154.0,,
1375,3:22 pm,Passing clouds.,"30.04 ""Hg",6 mph,75ʡF,1201.0,911.0,658.0,420.0,155.0,,
1376,3:50 pm,Passing clouds.,"30.04 ""Hg",6 mph,75ʡF,1202.0,912.0,659.0,421.0,156.0,,
1377,4:23 pm,Scattered clouds.,"30.01 ""Hg",6 mph,77ʡF,1203.0,913.0,660.0,422.0,157.0,,
1378,4:50 pm,Scattered clouds.,"30.01 ""Hg",6 mph,75ʡF,1204.0,914.0,661.0,423.0,158.0,,
1379,5:21 pm,Scattered clouds.,"30.01 ""Hg",8 mph,77ʡF,1205.0,915.0,662.0,424.0,159.0,,
1380,5:50 pm,Scattered clouds.,"30.01 ""Hg",7 mph,77ʡF,1206.0,916.0,663.0,425.0,160.0,,
1381,6:20 pm,Broken clouds.,"30.01 ""Hg",7 mph,75ʡF,1207.0,917.0,664.0,426.0,161.0,,
1382,6:50 pm,Partly sunny.,"30.01 ""Hg",6 mph,75ʡF,1208.0,918.0,665.0,427.0,162.0,,
1383,7:50 pm,Scattered showers. Partly sunny.,"30.04 ""Hg",12 mph,73ʡF,1209.0,919.0,666.0,428.0,163.0,,
1384,8:50 pm,Passing clouds.,"30.04 ""Hg",7 mph,70ʡF,1210.0,920.0,667.0,429.0,164.0,,
1385,9:20 pm,Clear.,"30.04 ""Hg",8 mph,70ʡF,1211.0,921.0,668.0,430.0,165.0,,
1386,9:50 pm,Mostly cloudy.,"30.07 ""Hg",6 mph,70ʡF,1212.0,922.0,669.0,431.0,166.0,,
1387,10:50 pm,Overcast.,"30.07 ""Hg",10 mph,68ʡF,1213.0,923.0,670.0,432.0,167.0,,
1388,11:50 pm,Overcast.,"30.07 ""Hg",7 mph,68ʡF,1214.0,924.0,671.0,433.0,168.0,,
1389,"12:50 amSat, Aug 1",Passing clouds.,"29.89 ""Hg",7 mph,70ʡF,1215.0,925.0,672.0,434.0,169.0,,
1390,1:50 am,Passing clouds.,"29.92 ""Hg",9 mph,70ʡF,1216.0,926.0,673.0,435.0,170.0,,
1391,2:50 am,Partly cloudy.,"29.92 ""Hg",12 mph,68ʡF,1217.0,927.0,674.0,436.0,171.0,,
1392,3:50 am,Passing clouds.,"29.95 ""Hg",16 mph,64ʡF,1218.0,928.0,675.0,437.0,172.0,,
1393,4:50 am,Passing clouds.,"29.95 ""Hg",9 mph,63ʡF,1219.0,929.0,676.0,438.0,173.0,,
1394,5:50 am,Sunny.,"29.95 ""Hg",8 mph,61ʡF,1220.0,930.0,677.0,439.0,174.0,,
1395,6:50 am,Passing clouds.,"29.98 ""Hg",8 mph,61ʡF,1221.0,931.0,678.0,440.0,175.0,,
1396,7:50 am,Passing clouds.,"29.98 ""Hg",9 mph,64ʡF,1222.0,932.0,679.0,441.0,176.0,,
1397,8:50 am,Passing clouds.,"29.98 ""Hg",12 mph,66ʡF,1223.0,933.0,680.0,442.0,177.0,,
1398,9:50 am,Passing clouds.,"29.98 ""Hg",15 mph,70ʡF,1224.0,934.0,681.0,443.0,178.0,,
1399,10:50 am,Passing clouds.,"29.98 ""Hg",15 mph,73ʡF,1225.0,935.0,682.0,444.0,179.0,,
1400,11:50 am,Passing clouds.,"29.98 ""Hg",12 mph,73ʡF,1226.0,936.0,683.0,445.0,180.0,,
1401,12:50 pm,Scattered clouds.,"29.98 ""Hg",12 mph,75ʡF,1227.0,937.0,684.0,446.0,181.0,,
1402,1:50 pm,Partly sunny.,"29.98 ""Hg",10 mph,75ʡF,1228.0,938.0,685.0,447.0,182.0,,
1403,2:50 pm,Scattered clouds.,"29.98 ""Hg",13 mph,79ʡF,1229.0,939.0,686.0,448.0,183.0,,
1404,3:50 pm,Partly sunny.,"29.98 ""Hg",12 mph,75ʡF,1230.0,940.0,687.0,449.0,184.0,,
1405,4:50 pm,Scattered clouds.,"29.95 ""Hg",13 mph,79ʡF,1231.0,941.0,688.0,450.0,185.0,,
1406,5:50 pm,Scattered clouds.,"29.95 ""Hg",14 mph,75ʡF,1232.0,942.0,689.0,451.0,186.0,,
1407,6:50 pm,Sunny.,"29.95 ""Hg",14 mph,73ʡF,1233.0,943.0,690.0,452.0,187.0,,
1408,7:50 pm,Passing clouds.,"29.98 ""Hg",14 mph,72ʡF,1234.0,944.0,691.0,453.0,188.0,,
1409,8:50 pm,Clear.,"29.98 ""Hg",10 mph,68ʡF,1235.0,945.0,692.0,454.0,189.0,,
1410,9:50 pm,Clear.,"30.01 ""Hg",9 mph,66ʡF,1236.0,946.0,693.0,455.0,190.0,,
1411,10:50 pm,Clear.,"30.01 ""Hg",13 mph,64ʡF,1237.0,947.0,694.0,456.0,191.0,,
1412,11:50 pm,Passing clouds.,"30.01 ""Hg",10 mph,63ʡF,1238.0,948.0,695.0,457.0,192.0,,
1413,"12:50 amSun, Sep 1",Passing clouds.,"29.95 ""Hg",3 mph,54ʡF,1239.0,949.0,696.0,458.0,193.0,,
1414,1:50 am,Overcast.,"29.95 ""Hg",No wind,54ʡF,1240.0,950.0,697.0,459.0,194.0,,
1415,2:50 am,Passing clouds.,"29.98 ""Hg",5 mph,54ʡF,1241.0,951.0,698.0,460.0,195.0,,
1416,3:50 am,Passing clouds.,"29.98 ""Hg",5 mph,50ʡF,1242.0,952.0,699.0,461.0,196.0,,
1417,4:50 am,Overcast.,"29.98 ""Hg",3 mph,50ʡF,1243.0,953.0,700.0,462.0,197.0,,
1418,5:50 am,Clear.,"29.98 ""Hg",3 mph,50ʡF,1244.0,954.0,701.0,463.0,198.0,,
1419,6:26 am,Sunny.,"29.98 ""Hg",3 mph,50ʡF,1245.0,955.0,702.0,464.0,199.0,,
1420,6:50 am,Sunny.,"30.01 ""Hg",6 mph,50ʡF,1246.0,956.0,703.0,465.0,200.0,,
1421,7:20 am,Sunny.,"30.01 ""Hg",2 mph,50ʡF,1247.0,957.0,704.0,466.0,201.0,,
1422,7:50 am,Sunny.,"30.01 ""Hg",2 mph,50ʡF,1248.0,958.0,705.0,467.0,202.0,,
1423,8:20 am,Sunny.,"30.04 ""Hg",5 mph,54ʡF,1249.0,959.0,706.0,468.0,203.0,,
1424,8:50 am,Sunny.,"30.04 ""Hg",6 mph,55ʡF,1250.0,960.0,707.0,469.0,204.0,,
1425,9:20 am,Passing clouds.,"30.04 ""Hg",7 mph,59ʡF,1251.0,961.0,708.0,470.0,205.0,,
1426,9:50 am,Passing clouds.,"30.04 ""Hg",6 mph,61ʡF,1252.0,962.0,709.0,471.0,206.0,,
1427,10:20 am,Passing clouds.,"30.04 ""Hg",10 mph,63ʡF,1253.0,963.0,710.0,472.0,207.0,,
1428,10:50 am,Passing clouds.,"30.04 ""Hg",9 mph,64ʡF,1254.0,964.0,711.0,473.0,208.0,,
1429,11:20 am,Scattered clouds.,"30.04 ""Hg",13 mph,64ʡF,1255.0,965.0,712.0,474.0,209.0,,
1430,11:50 am,Scattered clouds.,"30.04 ""Hg",9 mph,66ʡF,1256.0,966.0,713.0,475.0,210.0,,
1431,12:20 pm,Scattered clouds.,"30.04 ""Hg",9 mph,64ʡF,1257.0,967.0,714.0,476.0,211.0,,
1432,12:50 pm,Passing clouds.,"30.04 ""Hg",15 mph,66ʡF,1258.0,968.0,715.0,477.0,212.0,,
1433,1:50 pm,Sunny.,"30.04 ""Hg",10 mph,66ʡF,1259.0,969.0,716.0,478.0,213.0,,
1434,2:20 pm,Sunny.,"30.04 ""Hg",10 mph,66ʡF,1260.0,970.0,717.0,479.0,214.0,,
1435,2:50 pm,Sunny.,"30.04 ""Hg",12 mph,70ʡF,1261.0,971.0,718.0,480.0,215.0,,
1436,3:20 pm,Sunny.,"30.07 ""Hg",15 mph,66ʡF,1262.0,972.0,719.0,481.0,216.0,,
1437,3:50 pm,Sunny.,"30.07 ""Hg",18 mph,66ʡF,1263.0,973.0,720.0,482.0,217.0,,
1438,4:20 pm,Sunny.,"30.07 ""Hg",14 mph,68ʡF,1264.0,974.0,721.0,483.0,218.0,,
1439,4:50 pm,Sunny.,"30.07 ""Hg",13 mph,68ʡF,1265.0,975.0,722.0,484.0,219.0,,
1440,5:50 pm,Sunny.,"30.07 ""Hg",14 mph,66ʡF,1266.0,976.0,723.0,485.0,220.0,,
1441,6:20 pm,Sunny.,"30.09 ""Hg",12 mph,64ʡF,1267.0,977.0,724.0,486.0,221.0,,
1442,6:50 pm,Sunny.,"30.09 ""Hg",14 mph,64ʡF,1268.0,978.0,725.0,487.0,222.0,,
1443,7:20 pm,Sunny.,"30.12 ""Hg",10 mph,63ʡF,1269.0,979.0,726.0,488.0,223.0,,
1444,7:50 pm,Clear.,"30.12 ""Hg",7 mph,61ʡF,1270.0,980.0,727.0,489.0,224.0,,
1445,8:20 pm,Clear.,"30.12 ""Hg",6 mph,59ʡF,1271.0,981.0,728.0,490.0,225.0,,
1446,8:50 pm,Clear.,"30.15 ""Hg",7 mph,57ʡF,1272.0,982.0,729.0,491.0,226.0,,
1447,9:50 pm,Clear.,"30.15 ""Hg",6 mph,55ʡF,1273.0,983.0,730.0,492.0,227.0,,
1448,10:50 pm,Clear.,"30.18 ""Hg",3 mph,52ʡF,1274.0,984.0,731.0,493.0,228.0,,
1449,11:50 pm,Clear.,"30.18 ""Hg",5 mph,48ʡF,1275.0,985.0,732.0,494.0,229.0,,
1450,"12:50 amTue, Sep 1",Clear.,"30.15 ""Hg",2 mph,46ʡF,1276.0,986.0,733.0,495.0,230.0,,
1451,1:50 am,Clear.,"30.15 ""Hg",1 mph,45ʡF,1277.0,987.0,734.0,496.0,231.0,,
1452,2:50 am,Clear.,"30.15 ""Hg",2 mph,45ʡF,1278.0,988.0,735.0,497.0,232.0,,
1453,3:50 am,Clear.,"30.15 ""Hg",1 mph,45ʡF,1279.0,989.0,736.0,498.0,233.0,,
1454,4:50 am,Clear.,"30.15 ""Hg",1 mph,43ʡF,1280.0,990.0,737.0,499.0,234.0,,
1455,5:50 am,Clear.,"30.15 ""Hg",2 mph,43ʡF,1281.0,991.0,738.0,500.0,235.0,,
1456,6:50 am,Sunny.,"30.15 ""Hg",1 mph,43ʡF,1282.0,992.0,739.0,501.0,236.0,,
1457,7:50 am,Sunny.,"30.15 ""Hg",1 mph,46ʡF,1283.0,993.0,740.0,502.0,237.0,,
1458,8:50 am,Sunny.,"30.15 ""Hg",1 mph,50ʡF,1284.0,994.0,741.0,503.0,238.0,,
1459,9:50 am,Passing clouds.,"30.15 ""Hg",2 mph,59ʡF,1285.0,995.0,742.0,504.0,239.0,,
1460,10:50 am,Passing clouds.,"30.15 ""Hg",2 mph,63ʡF,1286.0,996.0,743.0,505.0,240.0,,
1461,11:50 am,Sunny.,"30.15 ""Hg",2 mph,63ʡF,1287.0,997.0,744.0,506.0,241.0,,
1462,12:50 pm,Sunny.,"30.12 ""Hg",6 mph,66ʡF,1288.0,998.0,745.0,507.0,242.0,,
1463,1:50 pm,Sunny.,"30.12 ""Hg",5 mph,68ʡF,1289.0,999.0,746.0,508.0,243.0,,
1464,2:50 pm,Sunny.,"30.12 ""Hg",5 mph,68ʡF,1290.0,1000.0,747.0,509.0,244.0,,
1465,3:50 pm,Sunny.,"30.09 ""Hg",6 mph,66ʡF,1291.0,1001.0,748.0,510.0,245.0,,
1466,4:50 pm,Sunny.,"30.09 ""Hg",6 mph,66ʡF,1292.0,1002.0,749.0,511.0,246.0,,
1467,5:50 pm,Sunny.,"30.09 ""Hg",7 mph,66ʡF,1293.0,1003.0,750.0,512.0,247.0,,
1468,6:50 pm,Sunny.,"30.09 ""Hg",6 mph,66ʡF,1294.0,1004.0,751.0,513.0,248.0,,
1469,7:50 pm,Clear.,"30.09 ""Hg",3 mph,61ʡF,1295.0,1005.0,752.0,514.0,249.0,,
1470,8:50 pm,Passing clouds.,"30.09 ""Hg",2 mph,57ʡF,1296.0,1006.0,753.0,515.0,250.0,,
1471,9:50 pm,Clear.,"30.12 ""Hg",2 mph,54ʡF,1297.0,1007.0,754.0,516.0,251.0,,
1472,10:50 pm,Clear.,"30.12 ""Hg",2 mph,52ʡF,1298.0,1008.0,755.0,517.0,252.0,,
1473,11:50 pm,Clear.,"30.12 ""Hg",2 mph,50ʡF,1299.0,1009.0,756.0,518.0,253.0,,
1474,"12:50 amTue, Oct 1",Partly cloudy.,"29.56 ""Hg",10 mph,61ʡF,1300.0,1010.0,757.0,519.0,254.0,,
1475,1:50 am,Partly cloudy.,"29.56 ""Hg",7 mph,61ʡF,1301.0,1011.0,758.0,520.0,255.0,,
1476,2:50 am,Passing clouds.,"29.53 ""Hg",9 mph,59ʡF,1302.0,1012.0,759.0,521.0,256.0,,
1477,3:50 am,Passing clouds.,"29.53 ""Hg",6 mph,59ʡF,1303.0,1013.0,760.0,522.0,257.0,,
1478,4:50 am,Partly cloudy.,"29.50 ""Hg",6 mph,59ʡF,1304.0,1014.0,761.0,523.0,258.0,,
1479,5:50 am,Passing clouds.,"29.50 ""Hg",5 mph,59ʡF,1305.0,1015.0,762.0,524.0,259.0,,
1480,6:50 am,Passing clouds.,"29.50 ""Hg",6 mph,59ʡF,1306.0,1016.0,763.0,525.0,260.0,,
1481,7:20 am,Passing clouds.,"29.47 ""Hg",6 mph,59ʡF,1307.0,1017.0,764.0,526.0,261.0,,
1482,7:50 am,Scattered clouds.,"29.47 ""Hg",5 mph,59ʡF,1308.0,1018.0,765.0,527.0,262.0,,
1483,8:20 am,Scattered clouds.,"29.47 ""Hg",7 mph,59ʡF,1309.0,1019.0,766.0,528.0,263.0,,
1484,8:50 am,Passing clouds.,"29.47 ""Hg",6 mph,61ʡF,1310.0,1020.0,767.0,529.0,264.0,,
1485,9:20 am,Partly sunny.,"29.47 ""Hg",6 mph,63ʡF,1311.0,1021.0,768.0,530.0,265.0,,
1486,9:50 am,Partly sunny.,"29.47 ""Hg",8 mph,63ʡF,1312.0,1022.0,769.0,531.0,266.0,,
1487,10:20 am,Scattered showers. Broken clouds.,"29.47 ""Hg",8 mph,63ʡF,1313.0,1023.0,770.0,532.0,267.0,,
1488,10:50 am,Sprinkles. Partly sunny.,"29.47 ""Hg",9 mph,61ʡF,1314.0,1024.0,771.0,533.0,268.0,,
1489,11:20 am,Sprinkles. Broken clouds.,"29.47 ""Hg",5 mph,61ʡF,1315.0,1025.0,772.0,534.0,269.0,,
1490,11:50 am,Rain showers. Broken clouds.,"29.47 ""Hg",8 mph,61ʡF,1316.0,1026.0,773.0,535.0,270.0,,
1491,12:06 pm,Partly sunny.,"29.45 ""Hg",8 mph,61ʡF,1317.0,1027.0,774.0,536.0,271.0,,
1492,12:22 pm,Scattered clouds.,"29.45 ""Hg",7 mph,64ʡF,1318.0,1028.0,775.0,537.0,272.0,,
1493,12:50 pm,Scattered clouds.,"29.45 ""Hg",8 mph,64ʡF,1319.0,1029.0,776.0,538.0,273.0,,
1494,1:20 pm,Scattered clouds.,"29.45 ""Hg",9 mph,66ʡF,1320.0,1030.0,777.0,539.0,274.0,,
1495,1:50 pm,Scattered showers. Scattered clouds.,"29.42 ""Hg",8 mph,66ʡF,1321.0,1031.0,778.0,540.0,275.0,,
1496,2:17 pm,Thunderstorms. Scattered clouds.,"29.42 ""Hg",9 mph,68ʡF,1322.0,1032.0,779.0,541.0,276.0,,
1497,3:11 pm,Thunderstorms. Broken clouds.,"29.45 ""Hg",7 mph,59ʡF,1323.0,1033.0,780.0,542.0,277.0,,
1498,3:20 pm,Scattered clouds.,"29.45 ""Hg",6 mph,61ʡF,1324.0,1034.0,781.0,543.0,278.0,,
1499,3:50 pm,Thunderstorms. Scattered clouds.,"29.45 ""Hg",3 mph,63ʡF,1325.0,1035.0,782.0,544.0,279.0,,
1500,4:21 pm,Scattered showers. Scattered clouds.,"29.45 ""Hg",5 mph,64ʡF,1326.0,1036.0,783.0,545.0,280.0,,
1501,4:50 pm,Scattered showers. Broken clouds.,"29.47 ""Hg",6 mph,63ʡF,1327.0,1037.0,784.0,546.0,281.0,,
1502,5:04 pm,Thunderstorms. Partly sunny.,"29.45 ""Hg",3 mph,63ʡF,1328.0,1038.0,785.0,547.0,282.0,,
1503,5:24 pm,Thunderstorms. Broken clouds.,"29.47 ""Hg",6 mph,61ʡF,1329.0,1039.0,786.0,548.0,283.0,,
1504,5:50 pm,Thunderstorms. Broken clouds.,"29.47 ""Hg",9 mph,59ʡF,1330.0,1040.0,787.0,549.0,284.0,,
1505,6:26 pm,Sprinkles. Broken clouds.,"29.50 ""Hg",5 mph,59ʡF,1331.0,1041.0,788.0,550.0,285.0,,
1506,6:50 pm,Sprinkles. Partly cloudy.,"29.50 ""Hg",5 mph,59ʡF,1332.0,1042.0,789.0,551.0,286.0,,
1507,7:50 pm,Passing clouds.,"29.56 ""Hg",18 mph,55ʡF,1333.0,1043.0,790.0,552.0,287.0,,
1508,8:50 pm,Partly cloudy.,"29.62 ""Hg",17 mph,54ʡF,1334.0,1044.0,791.0,553.0,288.0,,
1509,9:50 pm,Passing clouds.,"29.68 ""Hg",17 mph,54ʡF,1335.0,1045.0,792.0,554.0,289.0,,
1510,10:50 pm,Passing clouds.,"29.71 ""Hg",12 mph,52ʡF,1336.0,1046.0,793.0,555.0,290.0,,
1511,11:50 pm,Passing clouds.,"29.77 ""Hg",12 mph,52ʡF,1337.0,1047.0,794.0,556.0,291.0,,
1512,"12:50 amThu, Oct 1",Passing clouds.,"29.53 ""Hg",6 mph,55ʡF,1338.0,1048.0,795.0,557.0,292.0,,
1513,1:50 am,Passing clouds.,"29.50 ""Hg",7 mph,54ʡF,1339.0,1049.0,796.0,558.0,293.0,,
1514,2:50 am,Passing clouds.,"29.50 ""Hg",3 mph,52ʡF,1340.0,1050.0,797.0,559.0,294.0,,
1515,3:50 am,Passing clouds.,"29.50 ""Hg",5 mph,54ʡF,1341.0,1051.0,798.0,560.0,295.0,,
1516,4:50 am,Low clouds.,"29.47 ""Hg",9 mph,54ʡF,1342.0,1052.0,799.0,561.0,296.0,,
1517,5:50 am,Passing clouds.,"29.47 ""Hg",6 mph,52ʡF,1343.0,1053.0,800.0,562.0,297.0,,
1518,6:36 am,Mostly cloudy.,"29.47 ""Hg",6 mph,52ʡF,1344.0,1054.0,801.0,563.0,298.0,,
1519,6:50 am,Mostly cloudy.,"29.47 ""Hg",5 mph,52ʡF,1345.0,1055.0,802.0,564.0,299.0,,
1520,7:50 am,Partly sunny.,"29.47 ""Hg",5 mph,52ʡF,1346.0,1056.0,803.0,565.0,300.0,,
1521,8:50 am,Overcast.,"29.47 ""Hg",9 mph,52ʡF,1347.0,1057.0,804.0,566.0,301.0,,
1522,9:50 am,Partly sunny.,"29.47 ""Hg",5 mph,54ʡF,1348.0,1058.0,805.0,567.0,302.0,,
1523,10:57 am,Partly sunny.,"29.47 ""Hg",9 mph,55ʡF,1349.0,1059.0,806.0,568.0,303.0,,
1524,11:50 am,Partly sunny.,"29.47 ""Hg",8 mph,55ʡF,1350.0,1060.0,807.0,569.0,304.0,,
1525,12:50 pm,Scattered clouds.,"29.47 ""Hg",12 mph,57ʡF,1351.0,1061.0,808.0,570.0,305.0,,
1526,1:50 pm,Scattered clouds.,"29.45 ""Hg",9 mph,61ʡF,1352.0,1062.0,809.0,571.0,306.0,,
1527,2:50 pm,Scattered clouds.,"29.45 ""Hg",8 mph,57ʡF,1353.0,1063.0,810.0,572.0,307.0,,
1528,3:50 pm,Scattered clouds.,"29.45 ""Hg",8 mph,61ʡF,1354.0,1064.0,811.0,573.0,308.0,,
1529,4:50 pm,Scattered clouds.,"29.42 ""Hg",5 mph,59ʡF,1355.0,1065.0,812.0,574.0,309.0,,
1530,5:50 pm,Partly sunny.,"29.42 ""Hg",7 mph,57ʡF,1356.0,1066.0,813.0,575.0,310.0,,
1531,6:50 pm,Partly cloudy.,"29.39 ""Hg",6 mph,54ʡF,1357.0,1067.0,814.0,576.0,311.0,,
1532,7:50 pm,Passing clouds.,"29.39 ""Hg",5 mph,52ʡF,1358.0,1068.0,815.0,577.0,312.0,,
1533,8:50 pm,Passing clouds.,"29.36 ""Hg",7 mph,52ʡF,1359.0,1069.0,816.0,578.0,313.0,,
1534,9:50 pm,Partly cloudy.,"29.33 ""Hg",8 mph,52ʡF,1360.0,1070.0,817.0,579.0,314.0,,
1535,10:50 pm,Passing clouds.,"29.33 ""Hg",8 mph,50ʡF,1361.0,1071.0,818.0,580.0,315.0,,
1536,11:50 pm,Partly cloudy.,"29.30 ""Hg",7 mph,50ʡF,1362.0,1072.0,819.0,581.0,316.0,,
1537,"12:50 amFri, Nov 1",Low clouds.,"29.89 ""Hg",5 mph,48ʡF,1363.0,1073.0,820.0,582.0,317.0,,
1538,1:50 am,Low clouds.,"29.83 ""Hg",7 mph,48ʡF,1364.0,1074.0,821.0,583.0,318.0,,
1539,2:50 am,Low clouds.,"29.77 ""Hg",8 mph,50ʡF,1365.0,1075.0,822.0,584.0,319.0,,
1540,3:50 am,Low clouds.,"29.74 ""Hg",8 mph,50ʡF,1366.0,1076.0,823.0,585.0,320.0,,
1541,4:50 am,Low clouds.,"29.68 ""Hg",7 mph,50ʡF,1367.0,1077.0,824.0,586.0,321.0,,
1542,5:50 am,Passing clouds.,"29.65 ""Hg",6 mph,52ʡF,1368.0,1078.0,825.0,587.0,322.0,,
1543,6:50 am,Drizzle. Mostly cloudy.,"29.62 ""Hg",8 mph,54ʡF,1369.0,1079.0,826.0,588.0,323.0,,
1544,7:21 am,Drizzle. Mostly cloudy.,"29.62 ""Hg",8 mph,54ʡF,1370.0,1080.0,827.0,589.0,324.0,,
